currency,kappa_mean,kappa_median,kappa_std,kappa_iqr,kappa_mad_diff,theta_mean,theta_median,theta_std,theta_iqr,theta_mad_diff,sigma_v_mean,sigma_v_median,sigma_v_std,sigma_v_iqr,sigma_v_mad_diff,rho_mean,rho_median,rho_std,rho_iqr,rho_mad_diff,v0_mean,v0_median,v0_std,v0_iqr,v0_mad_diff,lam_mean,lam_median,lam_std,lam_iqr,lam_mad_diff,ell_y_mean,ell_y_median,ell_y_std,ell_y_iqr,ell_y_mad_diff,sigma_y_mean,sigma_y_median,sigma_y_std,sigma_y_iqr,sigma_y_mad_diff,ell_v_mean,ell_v_median,ell_v_std,ell_v_iqr,ell_v_mad_diff,rho_j_mean,rho_j_median,rho_j_std,rho_j_iqr,rho_j_mad_diff,rho_boundary_share,rhoj_boundary_share,feller_violation_share,corr_theta_v0,corr_kappa_theta,corr_lam_sigmay,corr_lam_elly
BTC,18.321267649874713,13.37695121774416,15.243120539911565,23.473254527188573,1.2600940429627396,0.10536488837391568,0.10817908070959835,0.044961111630815,0.07867467139724266,0.004061017903623787,1.1402632389718128,0.9402046514051692,0.9979409029756665,1.3394450940220852,0.035804968650749114,-0.5033486450700939,-0.4252794817935575,0.2973209754012044,0.5106084005979648,0.027511948785243295,0.2342561539343642,0.2249029689756873,0.1307598996210871,0.17130932042617236,0.012783274588041293,1.4836309930221527,1.2878966108975365,0.7932521314593918,1.17015700330517,0.06686046966746106,-0.15515549805930817,-0.06760095569071028,0.23572500606107852,0.25392133178938436,0.025210876991381748,0.16711057279303385,0.1575628465264272,0.09424985314269983,0.10028488682298929,0.007262488211100204,1.1596080729299065,0.7374908723541369,1.0621120381453466,1.377052144165447,0.05090820064385482,-0.026105325901272475,-0.030299088942426375,0.18651233646233747,0.18828439895830015,0.021043102232501817,0.11855670103092783,0.0,0.09020618556701031,0.48760132506709497,0.4453770196426433,-0.13888776900904692,0.5162234613017386
ETH,21.14151375628939,15.700853114327089,15.665016832255175,26.032806720761094,1.2615427024203925,0.24225149515272315,0.24890254041865384,0.08198892109093571,0.09675169870572903,0.007596902695561514,2.544790366749106,2.269343018251107,1.4467163244204138,2.3456012292560873,0.11305592851325041,0.0006347198618754313,0.1422013743975689,0.4297710444037331,0.3076244206420439,0.03498145274267159,0.38607395304536585,0.37701036820745837,0.18867924522849006,0.2305053752562683,0.019686791633716894,2.4832387567874954,2.2713509707715014,1.6422302260750719,1.354113716610659,0.07545964589120002,-0.10202127905573571,-0.13192322616869306,0.17563445074283465,0.16980195940055326,0.02428024864982639,0.020327477948468474,0.0002776823355705496,0.05597702703110455,0.0007301457161843097,1.4872543306490918e-10,1.5515922828333146,0.33426221251769844,2.7678108409166393,0.8962945276542925,0.021720017856031948,-0.53285359321039,-0.9989985084413442,0.501119566607883,0.984303729797894,1.3785361242524274e-06,0.11597938144329897,0.5335051546391752,0.5618556701030928,-0.18178740045605474,0.18703910054418066,0.7088136040960851,0.28226771066835277
