currency,snapshot_ts,n_options,rmse_black,mae_black,within_black,rmse_heston,mae_heston,within_heston,rmse_svcj,mae_svcj,within_svcj
ETH,2026-02-05 09:36:47+00:00,134,0.00823424391115599,0.006181928829039699,0.23880597014925373,0.006675892733296814,0.0031972478941354756,0.4626865671641791,0.006835803082649828,0.0032406549372797004,0.4701492537313433
ETH,2026-02-05 15:51:32+00:00,102,0.013378222823232264,0.009233724773253791,0.18627450980392157,0.002748945371199712,0.0023112521753434947,0.4117647058823529,0.003049077040542758,0.002396425760589056,0.43137254901960786
ETH,2026-02-05 21:29:37+00:00,103,0.015761362620083215,0.010292243456314515,0.1650485436893204,0.003998658451006624,0.00280290732286895,0.39805825242718446,0.004115003280924938,0.002965804471141979,0.39805825242718446
ETH,2026-02-06 04:30:12+00:00,142,0.010272838461457911,0.007308707073075319,0.30985915492957744,0.004938525264812967,0.0034668781471587726,0.4154929577464789,0.005232021082129772,0.0035491567124787318,0.4295774647887324
ETH,2026-02-06 09:35:16+00:00,114,0.009521689908244152,0.007201099103788995,0.2631578947368421,0.004042200003072343,0.002311602237717454,0.40350877192982454,0.004232625529048042,0.00236451388875594,0.4298245614035088
ETH,2026-02-06 15:51:21+00:00,129,0.008067297206316736,0.005928063863340234,0.21705426356589147,0.0035815593389665647,0.0021609297956801513,0.43410852713178294,0.0032967580132694223,0.0017741514889101123,0.4728682170542636
ETH,2026-02-06 21:30:57+00:00,149,0.004700221309154865,0.0036797262385684917,0.3422818791946309,0.0035547137702302053,0.002292185370983026,0.40268456375838924,0.003320665967532756,0.001814671185135167,0.5771812080536913
ETH,2026-02-07 04:23:30+00:00,132,0.0042905891727382135,0.0031405748284439104,0.3181818181818182,0.0019733734898416716,0.0015869225137699582,0.48484848484848486,0.001385334930526666,0.0010039663395080367,0.6590909090909091
ETH,2026-02-07 09:24:19+00:00,123,0.006194927254060254,0.0043843572811057855,0.43902439024390244,0.0045570726908553665,0.0028122545503664856,0.45528455284552843,0.004824038327854052,0.0024871881177994104,0.5853658536585366
ETH,2026-02-07 15:34:21+00:00,136,0.007460488767815085,0.0050554914940212844,0.375,0.00537664844095415,0.0029918716581173697,0.5294117647058824,0.005028417112865243,0.00254520539657579,0.6544117647058824
ETH,2026-02-07 21:26:12+00:00,144,0.0074311525733373775,0.004997115230650677,0.3472222222222222,0.006429918066711545,0.003289918123351124,0.5138888888888888,0.0065888475215392425,0.003004050325467111,0.6041666666666666
ETH,2026-02-08 04:55:03+00:00,149,0.007018521670799081,0.00476442237023428,0.26174496644295303,0.005447827432610923,0.0022167571501973326,0.35570469798657717,0.005385280869280501,0.0018652375528548288,0.5100671140939598
ETH,2026-02-08 09:23:30+00:00,139,0.008324885001272642,0.006094299096209378,0.23741007194244604,0.003993328659447093,0.0023498037672511018,0.5467625899280576,0.0037666217498485035,0.0019036970883863974,0.6258992805755396
ETH,2026-02-08 15:34:49+00:00,138,0.007143265107795761,0.005401832228858587,0.32608695652173914,0.005183599816290012,0.0030674748573699677,0.6086956521739131,0.005075650396348922,0.0028154291622196773,0.6739130434782609
ETH,2026-02-08 21:27:30+00:00,140,0.006443003885602785,0.004880525758711667,0.2857142857142857,0.0033076334017979937,0.0018959535914072957,0.4857142857142857,0.00324914403625231,0.0016253021604701683,0.6214285714285714
ETH,2026-02-09 04:52:50+00:00,139,0.00551490121694667,0.004199799235239282,0.2733812949640288,0.0035787517771588753,0.002092829257172249,0.4676258992805755,0.003524889844537731,0.0018054618829750901,0.5683453237410072
