snapshot_file,snapshot_timestamp_ms,obs_datetime,coin,instrument_name,candle_found,candle_tick_ms,candle_open_time_ms,candle_close_time_ms,candle_gap_open_seconds,candle_gap_close_seconds,candle_price_choice,candle_price_timestamp_ms,candle_price_gap_seconds,candle_open,candle_high,candle_low,candle_close,candle_volume,candle_cost,accepted_under_max_gap,candle_resolution,candle_price_used,perp_futures_mark_price,perp_futures_best_bid,perp_futures_best_ask,data_source
deribit_options_snapshot_20260101T211918Z.csv,1767302358567,2026-01-01T21:19:18.567978+00:00,BTC,BTC-PERPETUAL,True,1767302340000,1767302340000,1767302400000,18.567,41.433,open,1767302340000,18.567,88281.0,88281.0,88281.0,88281.0,0.00011327,10.0,True,1,88281.0,88281.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260101T211918Z.csv,1767302358567,2026-01-01T21:19:18.567978+00:00,ETH,ETH-PERPETUAL,True,1767302340000,1767302340000,1767302400000,18.567,41.433,open,1767302340000,18.567,2988.25,2988.25,2988.25,2988.25,0.0,0.0,True,1,2988.25,2988.25,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260102T091809Z.csv,1767345489153,2026-01-02T09:18:09.153333+00:00,BTC,BTC-PERPETUAL,True,1767345480000,1767345480000,1767345540000,9.153,50.847,open,1767345480000,9.153,89050.5,89089.0,89050.0,89089.0,4.22779435,376570.0,True,1,89050.5,89050.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260102T091809Z.csv,1767345489153,2026-01-02T09:18:09.153333+00:00,ETH,ETH-PERPETUAL,True,1767345480000,1767345480000,1767345540000,9.153,50.847,open,1767345480000,9.153,3032.05,3034.05,3032.05,3034.05,30.49707,92512.0,True,1,3032.05,3032.05,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260102T162624Z.csv,1767371184692,2026-01-02T16:26:24.692316+00:00,BTC,BTC-PERPETUAL,True,1767371160000,1767371160000,1767371220000,24.692,35.308,open,1767371160000,24.692,89903.0,89910.0,89844.0,89887.0,11.00787239,989340.0,True,1,89903.0,89903.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260102T162624Z.csv,1767371184692,2026-01-02T16:26:24.692316+00:00,ETH,ETH-PERPETUAL,True,1767371160000,1767371160000,1767371220000,24.692,35.308,open,1767371160000,24.692,3098.65,3100.6,3096.7,3099.85,26.070873,80775.0,True,1,3098.65,3098.65,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260102T211623Z.csv,1767388583492,2026-01-02T21:16:23.492240+00:00,BTC,BTC-PERPETUAL,True,1767388560000,1767388560000,1767388620000,23.492,36.508,open,1767388560000,23.492,89795.5,89813.0,89795.5,89813.0,1.93562444,173840.0,True,1,89795.5,89795.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260102T211623Z.csv,1767388583492,2026-01-02T21:16:23.492240+00:00,ETH,ETH-PERPETUAL,True,1767388560000,1767388560000,1767388620000,23.492,36.508,open,1767388560000,23.492,3118.05,3118.05,3118.05,3118.05,0.448999,1400.0,True,1,3118.05,3118.05,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260103T034831Z.csv,1767412111847,2026-01-03T03:48:31.847432+00:00,BTC,BTC-PERPETUAL,True,1767412080000,1767412080000,1767412140000,31.847,28.153,close,1767412140000,28.153,90315.0,90338.5,90315.0,90337.5,0.55709222,50320.0,True,1,90337.5,90337.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260103T034831Z.csv,1767412111847,2026-01-03T03:48:31.847432+00:00,ETH,ETH-PERPETUAL,True,1767412080000,1767412080000,1767412140000,31.847,28.153,close,1767412140000,28.153,3124.85,3125.95,3124.85,3125.95,2.188316,6840.0,True,1,3125.95,3125.95,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260103T091426Z.csv,1767431666617,2026-01-03T09:14:26.617222+00:00,BTC,BTC-PERPETUAL,True,1767431640000,1767431640000,1767431700000,26.617,33.383,open,1767431640000,26.617,89675.0,89675.0,89674.5,89674.5,0.04572091,4100.0,True,1,89675.0,89675.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260103T091426Z.csv,1767431666617,2026-01-03T09:14:26.617222+00:00,ETH,ETH-PERPETUAL,True,1767431640000,1767431640000,1767431700000,26.617,33.383,open,1767431640000,26.617,3094.8,3094.85,3094.8,3094.85,1.080183,3343.0,True,1,3094.8,3094.8,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260103T152725Z.csv,1767454045683,2026-01-03T15:27:25.683184+00:00,BTC,BTC-PERPETUAL,True,1767454020000,1767454020000,1767454080000,25.683,34.317,open,1767454020000,25.683,90027.0,90046.5,90027.0,90046.5,1.23524715,111220.0,True,1,90027.0,90027.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260103T152725Z.csv,1767454045683,2026-01-03T15:27:25.683184+00:00,ETH,ETH-PERPETUAL,True,1767454020000,1767454020000,1767454080000,25.683,34.317,open,1767454020000,25.683,3103.2,3103.5,3103.2,3103.5,4.383914,13605.0,True,1,3103.2,3103.2,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260103T211832Z.csv,1767475112479,2026-01-03T21:18:32.479021+00:00,BTC,BTC-PERPETUAL,True,1767475080000,1767475080000,1767475140000,32.479,27.521,close,1767475140000,27.521,90384.0,90387.5,90384.0,90387.5,0.18675187,16880.0,True,1,90387.5,90387.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260103T211832Z.csv,1767475112479,2026-01-03T21:18:32.479021+00:00,ETH,ETH-PERPETUAL,True,1767475080000,1767475080000,1767475140000,32.479,27.521,close,1767475140000,27.521,3116.4,3116.4,3116.1,3116.1,2.888206,9000.0,True,1,3116.1,3116.1,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260104T040622Z.csv,1767499582127,2026-01-04T04:06:22.127106+00:00,BTC,BTC-PERPETUAL,True,1767499560000,1767499560000,1767499620000,22.127,37.873,open,1767499560000,22.127,91294.5,91294.5,91294.0,91294.0,0.04480027,4090.0,True,1,91294.5,91294.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260104T040622Z.csv,1767499582127,2026-01-04T04:06:22.127106+00:00,ETH,ETH-PERPETUAL,True,1767499560000,1767499560000,1767499620000,22.127,37.873,open,1767499560000,22.127,3149.25,3149.25,3149.25,3149.25,0.022228,70.0,True,1,3149.25,3149.25,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260104T091350Z.csv,1767518030098,2026-01-04T09:13:50.098573+00:00,BTC,BTC-PERPETUAL,True,1767517980000,1767517980000,1767518040000,50.098,9.902,close,1767518040000,9.902,91292.0,91292.0,91291.5,91291.5,0.01128248,1030.0,True,1,91291.5,91291.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260104T091350Z.csv,1767518030098,2026-01-04T09:13:50.098573+00:00,ETH,ETH-PERPETUAL,True,1767517980000,1767517980000,1767518040000,50.098,9.902,close,1767518040000,9.902,3134.65,3134.7,3134.65,3134.7,0.99976,3135.0,True,1,3134.7,3134.7,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260104T152720Z.csv,1767540440147,2026-01-04T15:27:20.147376+00:00,BTC,BTC-PERPETUAL,True,1767540420000,1767540420000,1767540480000,20.147,39.853,open,1767540420000,20.147,91215.5,91230.5,91215.5,91230.5,0.44959462,41010.0,True,1,91215.5,91215.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260104T152720Z.csv,1767540440147,2026-01-04T15:27:20.147376+00:00,ETH,ETH-PERPETUAL,True,1767540420000,1767540420000,1767540480000,20.147,39.853,open,1767540420000,20.147,3134.55,3134.55,3134.55,3134.55,0.0,0.0,True,1,3134.55,3134.55,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260104T211846Z.csv,1767561526793,2026-01-04T21:18:46.793423+00:00,BTC,BTC-PERPETUAL,True,1767561480000,1767561480000,1767561540000,46.793,13.207,close,1767561540000,13.207,91330.0,91337.0,91330.0,91337.0,1.02495416,93610.0,True,1,91337.0,91337.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260104T211846Z.csv,1767561526793,2026-01-04T21:18:46.793423+00:00,ETH,ETH-PERPETUAL,True,1767561480000,1767561480000,1767561540000,46.793,13.207,close,1767561540000,13.207,3147.2,3148.0,3147.15,3147.15,20.09969,63273.0,True,1,3147.15,3147.15,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260105T041127Z.csv,1767586287551,2026-01-05T04:11:27.551698+00:00,BTC,BTC-PERPETUAL,True,1767586260000,1767586260000,1767586320000,27.551,32.449,open,1767586260000,27.551,92840.0,92840.5,92827.0,92827.0,0.48507228,45030.0,True,1,92840.0,92840.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260105T041127Z.csv,1767586287551,2026-01-05T04:11:27.551698+00:00,ETH,ETH-PERPETUAL,True,1767586260000,1767586260000,1767586320000,27.551,32.449,open,1767586260000,27.551,3180.5,3180.5,3178.55,3178.6,0.935535,2974.0,True,1,3180.5,3180.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260105T092511Z.csv,1767605111513,2026-01-05T09:25:11.513224+00:00,BTC,BTC-PERPETUAL,True,1767605100000,1767605100000,1767605160000,11.513,48.487,open,1767605100000,11.513,92580.5,92580.5,92580.5,92580.5,0.13069707,12100.0,True,1,92580.5,92580.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260105T092511Z.csv,1767605111513,2026-01-05T09:25:11.513224+00:00,ETH,ETH-PERPETUAL,True,1767605100000,1767605100000,1767605160000,11.513,48.487,open,1767605100000,11.513,3162.2,3162.2,3161.15,3161.15,15.8499,50115.0,True,1,3162.2,3162.2,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260105T153329Z.csv,1767627209748,2026-01-05T15:33:29.748387+00:00,BTC,BTC-PERPETUAL,True,1767627180000,1767627180000,1767627240000,29.748,30.252,open,1767627180000,29.748,93691.0,93710.0,93633.5,93674.0,3.78689663,354730.0,True,1,93691.0,93691.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260105T153329Z.csv,1767627209748,2026-01-05T15:33:29.748387+00:00,ETH,ETH-PERPETUAL,True,1767627180000,1767627180000,1767627240000,29.748,30.252,open,1767627180000,29.748,3181.1,3182.75,3178.75,3179.35,39.954134,127113.0,True,1,3181.1,3181.1,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260105T212130Z.csv,1767648090249,2026-01-05T21:21:30.249804+00:00,BTC,BTC-PERPETUAL,True,1767648060000,1767648060000,1767648120000,30.249,29.751,close,1767648120000,29.751,94107.5,94137.5,94107.0,94137.5,1.1901121,112020.0,True,1,94137.5,94137.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260105T212130Z.csv,1767648090249,2026-01-05T21:21:30.249804+00:00,ETH,ETH-PERPETUAL,True,1767648060000,1767648060000,1767648120000,30.249,29.751,close,1767648120000,29.751,3243.45,3245.1,3243.45,3244.15,6.047488,19622.0,True,1,3244.15,3244.15,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260106T035617Z.csv,1767671777842,2026-01-06T03:56:17.842160+00:00,BTC,BTC-PERPETUAL,True,1767671760000,1767671760000,1767671820000,17.842,42.158,open,1767671760000,17.842,93760.0,93785.5,93760.0,93785.5,2.72758243,255790.0,True,1,93760.0,93760.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260106T035617Z.csv,1767671777842,2026-01-06T03:56:17.842160+00:00,ETH,ETH-PERPETUAL,True,1767671760000,1767671760000,1767671820000,17.842,42.158,open,1767671760000,17.842,3223.6,3225.45,3223.6,3225.45,15.08426,48634.0,True,1,3223.6,3223.6,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260106T092020Z.csv,1767691220905,2026-01-06T09:20:20.905105+00:00,BTC,BTC-PERPETUAL,True,1767691200000,1767691200000,1767691260000,20.905,39.095,open,1767691200000,20.905,93513.0,93547.5,93513.0,93547.5,0.38604906,36110.0,True,1,93513.0,93513.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260106T092020Z.csv,1767691220905,2026-01-06T09:20:20.905105+00:00,ETH,ETH-PERPETUAL,True,1767691200000,1767691200000,1767691260000,20.905,39.095,open,1767691200000,20.905,3226.95,3227.7,3226.95,3227.7,0.607051,1959.0,True,1,3226.95,3226.95,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260106T153240Z.csv,1767713560562,2026-01-06T15:32:40.562166+00:00,BTC,BTC-PERPETUAL,True,1767713520000,1767713520000,1767713580000,40.562,19.438,close,1767713580000,19.438,94053.0,94053.0,93945.5,94017.0,14.51943859,1364780.0,True,1,94017.0,94017.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260106T153240Z.csv,1767713560562,2026-01-06T15:32:40.562166+00:00,ETH,ETH-PERPETUAL,True,1767713520000,1767713520000,1767713580000,40.562,19.438,close,1767713580000,19.438,3293.25,3293.5,3287.75,3290.4,35.876828,118095.0,True,1,3290.4,3290.4,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260106T212121Z.csv,1767734481170,2026-01-06T21:21:21.170927+00:00,BTC,BTC-PERPETUAL,True,1767734460000,1767734460000,1767734520000,21.17,38.83,open,1767734460000,21.17,93539.0,93571.5,93385.5,93482.0,10.30778161,963430.0,True,1,93539.0,93539.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260106T212121Z.csv,1767734481170,2026-01-06T21:21:21.170927+00:00,ETH,ETH-PERPETUAL,True,1767734460000,1767734460000,1767734520000,21.17,38.83,open,1767734460000,21.17,3277.95,3279.3,3274.35,3277.1,106.238837,348164.0,True,1,3277.95,3277.95,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260107T035638Z.csv,1767758198718,2026-01-07T03:56:38.718681+00:00,BTC,BTC-PERPETUAL,True,1767758160000,1767758160000,1767758220000,38.718,21.282,close,1767758220000,21.282,92795.5,92795.5,92785.5,92786.0,3.34564763,310460.0,True,1,92786.0,92786.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260107T035638Z.csv,1767758198718,2026-01-07T03:56:38.718681+00:00,ETH,ETH-PERPETUAL,True,1767758160000,1767758160000,1767758220000,38.718,21.282,close,1767758220000,21.282,3265.75,3265.75,3265.25,3265.25,2.883563,9416.0,True,1,3265.25,3265.25,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260107T092155Z.csv,1767777715572,2026-01-07T09:21:55.572527+00:00,BTC,BTC-PERPETUAL,True,1767777660000,1767777660000,1767777720000,55.572,4.428,close,1767777720000,4.428,92070.0,92112.0,92046.5,92103.5,3.08735626,284310.0,True,1,92103.5,92103.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260107T092155Z.csv,1767777715572,2026-01-07T09:21:55.572527+00:00,ETH,ETH-PERPETUAL,True,1767777660000,1767777660000,1767777720000,55.572,4.428,close,1767777720000,4.428,3233.05,3233.85,3229.75,3232.85,178.2393,576019.0,True,1,3232.85,3232.85,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260107T153452Z.csv,1767800092634,2026-01-07T15:34:52.634871+00:00,BTC,BTC-PERPETUAL,True,1767800040000,1767800040000,1767800100000,52.634,7.366,close,1767800100000,7.366,91180.0,91217.5,91146.5,91174.5,13.21654687,1205450.0,True,1,91174.5,91174.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260107T153452Z.csv,1767800092634,2026-01-07T15:34:52.634871+00:00,ETH,ETH-PERPETUAL,True,1767800040000,1767800040000,1767800100000,52.634,7.366,close,1767800100000,7.366,3155.45,3157.4,3154.8,3156.0,193.428304,610496.0,True,1,3156.0,3156.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260107T212023Z.csv,1767820823488,2026-01-07T21:20:23.488845+00:00,BTC,BTC-PERPETUAL,True,1767820800000,1767820800000,1767820860000,23.488,36.512,open,1767820800000,23.488,91151.5,91152.0,91066.5,91084.5,1.34808605,122820.0,True,1,91151.5,91151.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260107T212023Z.csv,1767820823488,2026-01-07T21:20:23.488845+00:00,ETH,ETH-PERPETUAL,True,1767820800000,1767820800000,1767820860000,23.488,36.512,open,1767820800000,23.488,3142.1,3142.1,3139.5,3140.6,37.291113,117116.0,True,1,3142.1,3142.1,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260108T035628Z.csv,1767844588753,2026-01-08T03:56:28.753797+00:00,BTC,BTC-PERPETUAL,True,1767844560000,1767844560000,1767844620000,28.753,31.247,open,1767844560000,28.753,90654.5,90688.5,90654.5,90688.5,2.98789238,270930.0,True,1,90654.5,90654.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260108T035628Z.csv,1767844588753,2026-01-08T03:56:28.753797+00:00,ETH,ETH-PERPETUAL,True,1767844560000,1767844560000,1767844620000,28.753,31.247,open,1767844560000,28.753,3136.3,3137.5,3136.3,3137.5,0.68197,2139.0,True,1,3136.3,3136.3,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260108T092148Z.csv,1767864108138,2026-01-08T09:21:48.138686+00:00,BTC,BTC-PERPETUAL,True,1767864060000,1767864060000,1767864120000,48.138,11.862,close,1767864120000,11.862,90074.0,90099.5,90056.5,90082.0,2.46239493,221780.0,True,1,90082.0,90082.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260108T092148Z.csv,1767864108138,2026-01-08T09:21:48.138686+00:00,ETH,ETH-PERPETUAL,True,1767864060000,1767864060000,1767864120000,48.138,11.862,close,1767864120000,11.862,3110.45,3110.45,3109.25,3109.5,13.388127,41639.0,True,1,3109.5,3109.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260108T153511Z.csv,1767886511934,2026-01-08T15:35:11.934318+00:00,BTC,BTC-PERPETUAL,True,1767886500000,1767886500000,1767886560000,11.934,48.066,open,1767886500000,11.934,90420.0,90420.0,90300.5,90348.0,4.84821575,437960.0,True,1,90420.0,90420.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260108T153511Z.csv,1767886511934,2026-01-08T15:35:11.934318+00:00,ETH,ETH-PERPETUAL,True,1767886500000,1767886500000,1767886560000,11.934,48.066,open,1767886500000,11.934,3093.9,3093.9,3089.5,3092.2,33.097545,102294.0,True,1,3093.9,3093.9,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260108T212125Z.csv,1767907285709,2026-01-08T21:21:25.709377+00:00,BTC,BTC-PERPETUAL,True,1767907260000,1767907260000,1767907320000,25.709,34.291,open,1767907260000,25.709,91024.0,91024.0,91023.5,91023.5,0.03636424,3310.0,True,1,91024.0,91024.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260108T212125Z.csv,1767907285709,2026-01-08T21:21:25.709377+00:00,ETH,ETH-PERPETUAL,True,1767907260000,1767907260000,1767907320000,25.709,34.291,open,1767907260000,25.709,3107.95,3107.95,3107.4,3107.4,0.895135,2782.0,True,1,3107.95,3107.95,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260109T035640Z.csv,1767931000927,2026-01-09T03:56:40.927177+00:00,BTC,BTC-PERPETUAL,True,1767930960000,1767930960000,1767931020000,40.927,19.073,close,1767931020000,19.073,91150.0,91150.0,91149.5,91149.5,0.09336094,8510.0,True,1,91149.5,91149.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260109T035640Z.csv,1767931000927,2026-01-09T03:56:40.927177+00:00,ETH,ETH-PERPETUAL,True,1767930960000,1767930960000,1767931020000,40.927,19.073,close,1767931020000,19.073,3118.35,3118.35,3118.35,3118.35,0.0,0.0,True,1,3118.35,3118.35,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260109T092126Z.csv,1767950486751,2026-01-09T09:21:26.751399+00:00,BTC,BTC-PERPETUAL,True,1767950460000,1767950460000,1767950520000,26.751,33.249,open,1767950460000,26.751,90120.0,90197.5,90120.0,90197.5,5.02845567,453420.0,True,1,90120.0,90120.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260109T092126Z.csv,1767950486751,2026-01-09T09:21:26.751399+00:00,ETH,ETH-PERPETUAL,True,1767950460000,1767950460000,1767950520000,26.751,33.249,open,1767950460000,26.751,3090.65,3095.0,3090.65,3095.0,143.385962,443505.0,True,1,3090.65,3090.65,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260109T153326Z.csv,1767972806316,2026-01-09T15:33:26.316956+00:00,BTC,BTC-PERPETUAL,True,1767972780000,1767972780000,1767972840000,26.316,33.684,open,1767972780000,26.316,91858.0,91912.5,91735.5,91800.0,33.00388164,3030820.0,True,1,91858.0,91858.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260109T153326Z.csv,1767972806316,2026-01-09T15:33:26.316956+00:00,ETH,ETH-PERPETUAL,True,1767972780000,1767972780000,1767972840000,26.316,33.684,open,1767972780000,26.316,3132.6,3133.6,3127.6,3129.05,101.294305,317065.0,True,1,3132.6,3132.6,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260109T212042Z.csv,1767993642984,2026-01-09T21:20:42.984901+00:00,BTC,BTC-PERPETUAL,True,1767993600000,1767993600000,1767993660000,42.984,17.016,close,1767993660000,17.016,90343.0,90364.0,90343.0,90364.0,0.00320971,290.0,True,1,90364.0,90364.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260109T212042Z.csv,1767993642984,2026-01-09T21:20:42.984901+00:00,ETH,ETH-PERPETUAL,True,1767993600000,1767993600000,1767993660000,42.984,17.016,close,1767993660000,17.016,3080.25,3081.35,3080.25,3081.35,2.346386,7228.0,True,1,3081.35,3081.35,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260110T035015Z.csv,1768017015756,2026-01-10T03:50:15.756596+00:00,BTC,BTC-PERPETUAL,True,1768017000000,1768017000000,1768017060000,15.756,44.244,open,1768017000000,15.756,90510.0,90510.0,90510.0,90510.0,0.00022097,20.0,True,1,90510.0,90510.0,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260110T035015Z.csv,1768017015756,2026-01-10T03:50:15.756596+00:00,ETH,ETH-PERPETUAL,True,1768017000000,1768017000000,1768017060000,15.756,44.244,open,1768017000000,15.756,3084.1,3084.45,3084.1,3084.45,3.620114,11166.0,True,1,3084.1,3084.1,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260110T091409Z.csv,1768036449905,2026-01-10T09:14:09.905825+00:00,BTC,BTC-PERPETUAL,True,1768036440000,1768036440000,1768036500000,9.905,50.095,open,1768036440000,9.905,90563.5,90563.5,90563.0,90563.5,0.38845685,35180.0,True,1,90563.5,90563.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260110T091409Z.csv,1768036449905,2026-01-10T09:14:09.905825+00:00,ETH,ETH-PERPETUAL,True,1768036440000,1768036440000,1768036500000,9.905,50.095,open,1768036440000,9.905,3086.3,3086.3,3086.25,3086.3,1.404919,4336.0,True,1,3086.3,3086.3,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260110T152753Z.csv,1768058873224,2026-01-10T15:27:53.224984+00:00,BTC,BTC-PERPETUAL,True,1768058820000,1768058820000,1768058880000,53.224,6.776,close,1768058880000,6.776,90515.5,90515.5,90515.5,90515.5,0.00011048,10.0,True,1,90515.5,90515.5,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260110T152753Z.csv,1768058873224,2026-01-10T15:27:53.224984+00:00,ETH,ETH-PERPETUAL,True,1768058820000,1768058820000,1768058880000,53.224,6.776,close,1768058880000,6.776,3089.75,3089.75,3089.75,3089.75,0.0,0.0,True,1,3089.75,3089.75,,,tradingview_chart_open_close_nearest
deribit_options_snapshot_20260110T211832Z.csv,1768079912113,2026-01-10T21:18:32.113246+00:00,BTC,BTC-PERPETUAL,True,1768079880000,1768079880000,1768079940000,32.113,27.887,close,1768079940000,27.887,90438.0,90438.0,90438.0,90438.0,0.00353834,320.0,True,1,90438.0,90438.0,,,tradingview_chart_open_close_nearest
