timestamp,instrument_name,underlying,underlying_name,option_type,strike,expiry_datetime,time_to_maturity,bid_price,ask_price,mark_price,mid_price,futures_price,futures_instrument_name,implied_volatility,delta,vega,open_interest,volume,bid_ask_spread,currency,index_price,volume_usd
2026-01-23T15:35:25.921157+00:00,BTC-6FEB26-100000-C,89035.39,BTC-6FEB26,call,100000.0,2026-02-06T08:00:00+00:00,0.03746400483062717,0.0016,0.0018,0.00170896,0.0017,89035.39,BTC-6FEB26,0.3712,0.05678,19.66135,1042.6,136.9,0.00019999999999999987,BTC,88853.85,23948.98
2026-01-23T15:35:25.921157+00:00,BTC-30JAN26-88000-P,88981.16,BTC-30JAN26,put,88000.0,2026-01-30T08:00:00+00:00,0.018299049320702462,0.014,0.015,0.01442207,0.0145,88981.16,BTC-30JAN26,0.36210000000000003,-0.40245,46.58558,3673.2,874.0,0.0009999999999999992,BTC,88851.22,1102755.63
2026-01-23T15:35:25.921157+00:00,BTC-25SEP26-115000-P,91728.36,BTC-25SEP26,put,115000.0,2026-09-25T08:00:00+00:00,0.6699075366581426,0.3175,0.3215,0.32029906,0.3195,91728.36,BTC-25SEP26,0.44770000000000004,-0.66781,272.67094,91.1,0.0,0.0040000000000000036,BTC,88851.22,0.0
2026-01-23T15:35:25.921157+00:00,BTC-24JAN26-98000-P,88887.1275353116,SYN.BTC-24JAN26,put,98000.0,2026-01-24T08:00:00+00:00,0.0018719445979098537,0.101,0.1035,0.10259649,0.10225,88887.1275353116,SYN.BTC-24JAN26,0.5834,-0.99994,0.00888,0.0,0.0,0.0024999999999999883,BTC,88851.44,0.0
2026-01-23T15:35:25.921157+00:00,BTC-6FEB26-108000-C,89035.39,BTC-6FEB26,call,108000.0,2026-02-06T08:00:00+00:00,0.03746400483062717,0.0004,0.0006,0.00049629,0.0005,89035.39,BTC-6FEB26,0.45630000000000004,0.01603,6.90873,1018.2,0.9,0.00019999999999999993,BTC,88851.22,32.31
2026-01-23T15:35:25.921157+00:00,BTC-26JUN26-60000-C,90570.07,BTC-26JUN26,call,60000.0,2026-06-26T08:00:00+00:00,0.42076311502912134,0.351,0.353,0.35203553,0.352,90570.07,BTC-26JUN26,0.5186999999999999,0.91789,89.08617,98.7,0.0,0.0020000000000000018,BTC,88851.22,0.0
2026-01-23T15:35:25.921157+00:00,BTC-25SEP26-75000-C,91728.36,BTC-25SEP26,call,75000.0,2026-09-25T08:00:00+00:00,0.6699075366581426,0.25,0.252,0.25094302,0.251,91728.36,BTC-25SEP26,0.48090000000000005,0.76051,233.18068,87.9,0.0,0.0020000000000000018,BTC,88851.44,0.0
2026-01-23T15:35:25.921157+00:00,BTC-26JUN26-190000-C,90570.07,BTC-26JUN26,call,190000.0,2026-06-26T08:00:00+00:00,0.42076311502912134,0.0019,0.0022,0.00206408,0.00205,90570.07,BTC-26JUN26,0.5097,0.01898,27.2078,510.8,0.0,0.00030000000000000014,BTC,88851.44,0.0
2026-01-23T15:35:25.921157+00:00,BTC-30JAN26-108000-C,88981.5,BTC-30JAN26,call,108000.0,2026-01-30T08:00:00+00:00,0.018299049320702462,0.0001,0.0003,0.00019839,0.0002,88981.5,BTC-30JAN26,0.5825,0.00774,2.56448,1183.3,22.0,0.00019999999999999998,BTC,88851.44,428.66
2026-01-23T15:35:25.921157+00:00,BTC-27MAR26-55000-C,89597.06,BTC-27MAR26,call,55000.0,2026-03-27T08:00:00+00:00,0.17161869340010014,0.387,0.3885,0.38783371,0.38775,89597.06,BTC-27MAR26,0.5907,0.98278,15.82352,0.7,0.0,0.0015000000000000013,BTC,88851.44,0.0
2026-01-23T15:35:25.921157+00:00,BTC-25DEC26-210000-C,93053.35,BTC-25DEC26,call,210000.0,2026-12-25T08:00:00+00:00,0.9190519582871638,0.011,0.0125,0.01166738,0.01175,93053.35,BTC-25DEC26,0.48979999999999996,0.06702,115.85459,80.1,0.0,0.0015000000000000013,BTC,88850.22,0.0
2026-01-23T15:35:25.921157+00:00,BTC-25SEP26-240000-P,91728.36,BTC-25SEP26,put,240000.0,2026-09-25T08:00:00+00:00,0.6699075366581426,1.605,1.6335,1.61904831,1.61925,91728.36,BTC-25SEP26,0.5254,-0.97836,38.86713,0.0,0.0,0.02849999999999997,BTC,88850.22,0.0
2026-01-23T15:35:25.921157+00:00,BTC-26JUN26-120000-C,90569.78,BTC-26JUN26,call,120000.0,2026-06-26T08:00:00+00:00,0.42076311502912134,0.0245,0.0255,0.02505975,0.025,90569.78,BTC-26JUN26,0.4236,0.18758,158.19044,1756.4,11.0,0.0009999999999999974,BTC,88851.44,25015.53
2026-01-23T15:35:25.921157+00:00,BTC-27MAR26-340000-P,89589.89,BTC-27MAR26,put,340000.0,2026-03-27T08:00:00+00:00,0.17161869340010014,2.781,2.8075,2.79448743,2.79425,89589.89,BTC-27MAR26,0.8245,-0.99991,0.13959,345.1,0.0,0.026499999999999968,BTC,88850.22,0.0
2026-01-23T15:35:25.921157+00:00,BTC-25SEP26-95000-P,91728.36,BTC-25SEP26,put,95000.0,2026-09-25T08:00:00+00:00,0.6699075366581426,0.167,0.1695,0.1683812,0.16825,91728.36,BTC-25SEP26,0.4537,-0.46372,298.34074,203.3,0.0,0.0025000000000000022,BTC,88850.22,0.0
2026-01-23T15:35:25.921157+00:00,BTC-27MAR26-110000-P,89589.89,BTC-27MAR26,put,110000.0,2026-03-27T08:00:00+00:00,0.17161869340010014,0.2345,0.238,0.236297,0.23625,89589.89,BTC-27MAR26,0.3898,-0.8831,72.89724,948.8,0.0,0.003500000000000003,BTC,88850.22,0.0
2026-01-23T15:35:25.921157+00:00,BTC-30JAN26-112000-P,88981.5,BTC-30JAN26,put,112000.0,2026-01-30T08:00:00+00:00,0.018299049320702462,0.2575,0.26,0.25882523,0.25875,88981.5,BTC-30JAN26,0.6481,-0.99508,1.71475,225.8,0.0,0.0025000000000000022,BTC,88850.22,0.0
2026-01-23T15:35:25.921157+00:00,BTC-27FEB26-50000-P,89246.51,BTC-27FEB26,put,50000.0,2026-02-27T08:00:00+00:00,0.09495887136040129,0.0001,0.0003,0.00021357,0.0002,89246.51,BTC-27FEB26,0.713,-0.00303,2.53688,1288.2,2.0,0.00019999999999999998,BTC,88851.16,70.57
2026-01-23T15:35:25.921157+00:00,BTC-26JUN26-40000-P,90570.07,BTC-26JUN26,put,40000.0,2026-06-26T08:00:00+00:00,0.42076311502912134,0.0022,0.0027,0.00241767,0.00245,90570.07,BTC-26JUN26,0.6362,-0.01442,21.50882,877.8,2.1,0.0005,BTC,88850.22,418.57
2026-01-23T15:35:25.921157+00:00,BTC-6FEB26-85000-C,89035.39,BTC-6FEB26,call,85000.0,2026-02-06T08:00:00+00:00,0.03746400483062717,0.056,0.058,0.0567036,0.057,89035.39,BTC-6FEB26,0.3776,0.74797,55.00652,0.9,0.0,0.0020000000000000018,BTC,88851.16,0.0
